Sl.No,State_Name,Crop_Year,Area(m^2),X1,X2,X3,X4,Yield (kg)
847,Punjab,1999,91000,215000,220000,233.391,370.277,291000
848,Punjab,2000,84000,291000,215000,352.99,233.391,306000
849,Punjab,1999,117000,413000,429000,258.243,368.638,393000
850,Punjab,2000,159000,393000,413000,386.348,258.243,596000
851,Punjab,2002,149000,579000,596000,274.034,377.359,568000
852,Punjab,2005,167000,731000,667000,326.8,108.8,735000
853,Punjab,2006,168000,735000,731000,314.3,326.8,711000
854,Punjab,2007,169000,711000,735000,283.8,314.3,749000
855,Punjab,2008,174000,749000,711000,419.8,283.8,8.00E+05
856,Punjab,2009,172000,8.00E+05,749000,328.8,419.8,812000
857,Punjab,2010,172000,812000,8.00E+05,407.9,328.8,745000
858,Punjab,1999,91000,221000,97000,202.1,309.028,272000
859,Punjab,2001,65000,309000,272000,278.582,276.684,239000
860,Punjab,2002,83000,239000,309000,182.693,278.582,261000
861,Punjab,2009,100000,402000,283000,176.9,382.6,387000
862,Punjab,2010,111000,387000,402000,262.4,176.9,432000
863,Punjab,1999,46000,150000,145000,414.584,560.069,160000
864,Punjab,2000,47000,160000,150000,513.124,414.584,158000
865,Punjab,2001,45000,158000,160000,475.286,513.124,143000
866,Punjab,2002,43000,143000,158000,484.296,475.286,151000
867,Punjab,1999,250000,772000,792000,337.404,539.748,812000
868,Punjab,2000,255000,812000,772000,511.975,337.404,854000
869,Punjab,2001,252000,854000,812000,440.268,511.975,908000
870,Punjab,2002,237000,908000,854000,385.446,440.268,818000
871,Punjab,2005,252000,965000,950000,770.9,815.4,996000
872,Punjab,2007,234000,989000,996000,473.7,436.8,999000
873,Punjab,2009,240000,1009000,999000,516.5,1320.4,1021000
874,Punjab,2010,234000,1021000,1009000,798,516.5,873000
875,Punjab,1999,50000,128000,138000,426.253,616.607,156000
876,Punjab,2000,49000,156000,128000,557.325,426.253,163000
877,Punjab,2001,51000,163000,156000,479.695,557.325,163000
878,Punjab,2002,44000,163000,163000,510.99,479.695,141000
879,Punjab,1999,360000,1262000,1277000,267.911,412.675,1282000
880,Punjab,2000,357000,1282000,1262000,413.34,267.911,1342000
881,Punjab,2006,362000,1625000,1710000,334.6,281.8,1637000
882,Punjab,2008,267000,1207000,1637000,418.5,216.5,1233000
883,Punjab,2009,271000,1233000,1207000,324.5,418.5,1273000
884,Punjab,2010,272000,1273000,1233000,515.8,324.5,1185000
885,Rajasthan,1999,69,34,100,500.932,612.442,87
886,Rajasthan,2000,31,87,34,415.871,500.932,29
887,Rajasthan,2001,51,29,87,573.769,415.871,64
888,Rajasthan,2002,2,64,29,155.712,573.769,2
889,Rajasthan,2006,15,19,27,442.6,498.7,24
890,Rajasthan,2007,6,24,19,377.6,442.6,12
891,Rajasthan,2009,7,7,12,253.6,492.3,11
892,Rajasthan,2010,9,11,7,661.7,253.6,18
893,Rajasthan,1999,605,466,300,550.908,664.626,763
894,Rajasthan,2001,274,371,763,627.436,538.404,342
895,Rajasthan,2002,104,342,371,285.373,627.436,84
896,Rajasthan,2005,132,206,265,685.6,428.6,193
897,Rajasthan,2006,127,193,206,448,685.6,200
898,Rajasthan,2007,155,200,193,557.2,448,315
899,Rajasthan,2008,265,315,200,880.9,557.2,479
900,Rajasthan,2010,378,524,479,820.5,495.3,766
901,Rajasthan,1999,45290,48058,45400,781.781,958.88,29946
902,Rajasthan,2000,40589,29946,48058,632.613,781.781,2386
903,Rajasthan,2005,33179,21080,23750,758.4,1080.2,21774
904,Rajasthan,2006,33252,21774,21080,1801.2,758.4,18756
905,Rajasthan,2007,35853,18756,21774,1243.2,1801.2,46686
906,Rajasthan,2008,31530,46686,18756,488.6,1243.2,12376
907,Rajasthan,2000,3215,1730,1386,672.554,954.787,2618
908,Rajasthan,2001,4792,2618,1730,718.054,672.554,7422
909,Rajasthan,2002,1611,7422,2618,417.883,718.054,1758
910,Rajasthan,2008,6401,10595,3571,823.2,561,20058
911,Rajasthan,2009,8298,20058,10595,661.4,823.2,18491
912,Rajasthan,2010,8231,18491,20058,600.5,661.4,23800
913,Rajasthan,1999,5659,6881,3300,788.628,635.718,9119
914,Rajasthan,2000,2617,9119,6881,540.218,788.628,3279
915,Rajasthan,2001,1880,3279,9119,653.867,540.218,2505
916,Rajasthan,2002,484,2505,3279,381.649,653.867,306
917,Rajasthan,2005,3368,1206,2428,698.1,505.7,7351
918,Rajasthan,2006,878,7351,1206,365.1,698.1,638
919,Rajasthan,2007,684,638,7351,422.3,365.1,1114
920,Rajasthan,2008,2281,1114,638,784.4,422.3,2766
921,Rajasthan,2010,1536,3303,2766,751,555.5,3095
922,Rajasthan,1999,819,410,200,568.038,720.777,1033
923,Rajasthan,2002,242,319,294,206.753,627.514,197
924,Rajasthan,2006,207,423,358,723.3,563.5,326
925,Rajasthan,2008,278,502,326,505.3,570.7,502
926,Rajasthan,2009,430,502,502,358.6,505.3,651
927,Rajasthan,2010,392,651,502,705.8,358.6,794
928,Rajasthan,2000,33,40,2,175.029,176.57,31
929,Rajasthan,2002,5,31,40,76.944,236.813,4
930,Rajasthan,2005,17,25,21,267.1,118.2,25
931,Rajasthan,2006,7,25,25,200.5,267.1,11
932,Rajasthan,2007,1,11,25,327.6,200.5,2
933,Rajasthan,2008,179,2,11,338.2,327.6,323
934,Rajasthan,2009,63,323,2,204.5,338.2,95
935,Rajasthan,1999,57860,54335,45300,758.184,774.929,76293
936,Rajasthan,2000,47883,76293,54335,580.076,758.184,37633
937,Rajasthan,2001,29295,37633,76293,698.51,580.076,31079
938,Rajasthan,2002,9255,31079,37633,288.906,698.51,3965
939,Rajasthan,2005,8788,11200,14763,562.3,516.1,12485
940,Rajasthan,2006,9421,12485,11200,517.9,562.3,16208
941,Rajasthan,2008,24506,39552,16208,564.8,585.7,45335
942,Rajasthan,2009,36145,45335,39552,387.2,564.8,31357
943,Rajasthan,2010,22898,31357,45335,616.7,387.2,42971
944,Rajasthan,2005,664,1048,1283,638.6,959.8,974
945,Rajasthan,2007,860,958,974,610.3,1121.8,1747
946,Rajasthan,2010,836,1133,667,777.4,646.9,1693
947,Rajasthan,2000,3,93,17,531.604,737.871,3
948,Rajasthan,2001,1,3,93,666.507,531.604,1
949,Rajasthan,2005,837,960,1287,698.8,828.9,1228
950,Rajasthan,2006,536,1228,960,375.8,698.8,845
951,Rajasthan,2009,569,1037,983,422.9,868.8,862
952,Rajasthan,2010,679,862,1037,736.3,422.9,1375
953,Rajasthan,1999,21366,7860,34900,712.448,991.59,5818
954,Rajasthan,2000,15144,5818,7860,657.862,712.448,1495
955,Rajasthan,2001,20576,1495,5818,724.989,657.862,8516
956,Rajasthan,2006,27161,7234,20267,1369.4,628.6,18171
957,Rajasthan,2008,14842,39241,18171,424.4,945.6,3288
958,Rajasthan,2010,13727,5060,3288,593.4,719.4,9058
959,Rajasthan,1999,6583,7094,5600,155.309,274.043,11887
960,Rajasthan,2000,4588,11887,7094,175.681,155.309,8829
961,Rajasthan,2001,3512,8829,11887,203.601,175.681,7888
962,Rajasthan,1999,37006,59881,34700,201.93,349.757,91185
963,Rajasthan,2001,28345,86021,91185,271.412,266.939,86387
964,Rajasthan,2002,22232,86387,86021,137.043,271.412,38653
965,Rajasthan,2005,16969,64671,67043,334.5,171.5,65501
966,Rajasthan,2006,15550,65501,64671,237.7,334.5,72134
967,Rajasthan,2007,18169,72134,65501,221.7,237.7,76206
968,Rajasthan,2010,22311,84380,88500,339.2,163.6,88450
969,Rajasthan,2001,9,11,3,622.597,485.021,11
970,Rajasthan,1999,241,340,400,960.856,938.097,304
971,Rajasthan,2000,230,304,340,679.271,960.856,215
972,Rajasthan,2001,223,215,304,751.671,679.271,278
973,Rajasthan,2002,357,278,215,477.764,751.671,290
974,Rajasthan,2005,719,662,755,661.8,808.8,1055
975,Rajasthan,2006,720,1055,662,1087,661.8,1135
976,Rajasthan,2008,1679,2389,1135,618.7,726,3034
977,Rajasthan,2009,2397,3034,2389,689.2,618.7,3631
978,Rajasthan,2010,2294,3631,3034,601.5,689.2,5858
979,Rajasthan,2000,1844,2949,2241,603.639,877.829,194
980,Rajasthan,2001,2436,194,2949,701.248,603.639,566
981,Rajasthan,2005,2295,3139,2405,621.6,481.5,2810
982,Rajasthan,2006,1840,2810,3139,393.5,621.6,4327
983,Rajasthan,2007,1892,4327,2810,545.3,393.5,1816
984,Rajasthan,1999,8799,5957,4700,867.276,835.949,13634
985,Rajasthan,2000,7508,13634,5957,637.109,867.276,8347
986,Rajasthan,2001,6318,8347,13634,729.826,637.109,11557
987,Rajasthan,2002,5261,11557,8347,354.05,729.826,5741
988,Rajasthan,2005,6642,10791,9997,665.2,853,15606
989,Rajasthan,2006,6505,15606,10791,964.7,665.2,17751
990,Rajasthan,2007,8402,17751,15606,746.6,964.7,20645
991,Rajasthan,2009,17348,36786,20645,577.9,662.5,37733
992,Rajasthan,2010,1324,2318,2765,717.8,648,2681
993,Rajasthan,1999,217,286,500,479.668,715.143,274
994,Rajasthan,2000,164,274,286,423.513,479.668,154
995,Rajasthan,2005,83,99,154,659.7,443.9,122
996,Rajasthan,2006,105,122,99,666.6,659.7,165
997,Rajasthan,2007,160,165,122,508.6,666.6,325
998,Rajasthan,2009,61,190,325,390.4,314.4,92
999,Rajasthan,2010,86,92,190,808.2,390.4,174
1000,Rajasthan,1999,1142,1930,2100,804.861,681.237,1441
1001,Rajasthan,2002,17,443,202,327.426,685.712,14
1002,Rajasthan,2000,7,10,14,485.792,445.039,6
1003,Rajasthan,2001,7,6,10,591.809,485.792,9
1004,Rajasthan,2002,3,9,6,216.9,591.809,2
1005,Rajasthan,2005,1,2,10,948.6,675.8,2
1006,Rajasthan,2006,7,2,2,1545.5,948.6,11
1007,Rajasthan,2008,3,6,11,468.1,862.2,5
1008,Rajasthan,2000,70,196,40,505.741,653.457,66
1009,Rajasthan,2001,12,66,196,636.963,505.741,15
1010,Rajasthan,2002,10,15,66,238.646,636.963,8
1011,Rajasthan,2009,7,6,8,295.8,547.2,11
1012,Rajasthan,1999,6452,5257,8700,603.668,894.264,2877
1013,Rajasthan,2000,5879,2877,5257,558.297,603.668,1663
1014,Rajasthan,2001,6272,1663,2877,668.199,558.297,7038
1015,Rajasthan,2002,3683,7038,1663,333.659,668.199,880
1016,Rajasthan,2005,5785,4165,6070,705.4,608.5,4477
1017,Rajasthan,2007,5759,5725,4477,513.8,1092,4256
1018,Rajasthan,2008,3689,4256,5725,594.5,513.8,2013
1019,Rajasthan,2009,4253,2013,4256,582.8,594.5,2594
1020,Tamil Nadu,2000,12170,60494,51575,2351.395,2177.803,47066
1021,Tamil Nadu,2001,10548,47066,60494,2308.308,2351.395,37200
1022,Tamil Nadu,2005,7406,24454,10643,1004.6,714,20665
1023,Tamil Nadu,2007,6479,24009,20665,722.3,765.6,24456
1024,Tamil Nadu,2008,2573,24456,24009,1234.4,722.3,25437
1025,Tamil Nadu,2009,2817,25437,24456,1230.1,1234.4,9884
1026,Tamil Nadu,2010,2666,9884,25437,731.4,1230.1,10419
1027,Tamil Nadu,2000,123804,447523,418149,1113.366,711.07,472024
1028,Tamil Nadu,2001,108375,472024,447523,986.036,1113.366,402810
1029,Tamil Nadu,2002,102336,402810,472024,930.045,986.036,281708
1030,Tamil Nadu,2005,114291,315702,317655,1901.9,1603.7,218345
1031,Tamil Nadu,2006,105440,218345,315702,1350.2,1901.9,392384
1032,Tamil Nadu,2008,107817,335119,392384,1848.8,1222.4,223882
1033,Tamil Nadu,2009,111517,223882,335119,1385.8,1848.8,322962
1034,Tamil Nadu,2010,115815,322962,223882,1519.5,1385.8,301506
1035,Tamil Nadu,2000,61608,201243,196352,990.718,835.544,227438
1036,Tamil Nadu,2001,54334,227438,201243,752.56,990.718,189510
1037,Tamil Nadu,2006,21062,85390,38568,760.9,1333,76072
1038,Tamil Nadu,2007,18801,76072,85390,930,760.9,70395
1039,Tamil Nadu,2008,20368,70395,76072,901.4,930,77727
1040,Tamil Nadu,2009,20310,77727,70395,816,901.4,79675
1041,Tamil Nadu,2010,22862,79675,77727,1049.2,816,93207
1042,Tamil Nadu,2000,25246,118998,93305,1636.37,1351.67,111460
1043,Tamil Nadu,2002,15372,76330,111460,1223.69,1787.746,52709
1044,Tamil Nadu,2006,18607,75304,74246,859.8,1309.1,81248
1045,Tamil Nadu,2007,17276,81248,75304,920.6,859.8,67837
1046,Tamil Nadu,2008,19638,67837,81248,1111.5,920.6,72661
1047,Tamil Nadu,2009,16647,72661,67837,800.3,1111.5,78849
1048,Tamil Nadu,2010,18349,78849,72661,1195.9,800.3,98053
1049,Tamil Nadu,2000,68130,270611,232121,1445.085,1282.632,306471
1050,Tamil Nadu,2002,16691,233910,306471,1092.844,1282.13,74471
1051,Tamil Nadu,2005,43539,216247,7962,1191.1,828.9,179564
1052,Tamil Nadu,2006,38548,179564,216247,698.1,1191.1,161599
1053,Tamil Nadu,2007,38360,161599,179564,714.2,698.1,166860
1054,Tamil Nadu,2008,38053,166860,161599,792.1,714.2,196321
1055,Tamil Nadu,2009,38114,196321,166860,738.6,792.1,156419
1056,Tamil Nadu,2010,36659,156419,196321,975.5,738.6,154538
1057,Tamil Nadu,2005,114720,307110,295638,1934.2,1129.2,293875
1058,Tamil Nadu,2006,103107,293875,307110,1079.6,1934.2,395134
1059,Tamil Nadu,2007,91356,395134,293875,1224,1079.6,345129
1060,Tamil Nadu,2008,90874,345129,395134,1396.7,1224,329210
1061,Tamil Nadu,2009,91020,329210,345129,1126.2,1396.7,331434
1062,Tamil Nadu,2000,15277,56473,58225,1245.852,937.8,51797
1063,Tamil Nadu,2001,15539,51797,56473,1149.168,1245.852,56120
1064,Tamil Nadu,2002,12837,56120,51797,897.404,1149.168,37510
1065,Tamil Nadu,2006,13745,48225,54278,556,1102.9,48272
1066,Tamil Nadu,2007,12433,48272,48225,730.4,556,40279
1067,Tamil Nadu,2008,15628,40279,48272,845.3,730.4,60158
1068,Tamil Nadu,2009,15013,60158,40279,587.5,845.3,64087
1069,Tamil Nadu,2010,14808,64087,60158,837.6,587.5,56991
1070,Tamil Nadu,2007,14982,51037,57797,933.4,574.5,47672
1071,Tamil Nadu,2008,14621,47672,51037,1010.5,933.4,52303
1072,Tamil Nadu,2009,16490,52303,47672,906.7,1010.5,64976
1073,Tamil Nadu,2010,16337,64976,52303,1004.3,906.7,70126
1074,Tamil Nadu,2000,168155,518670,551392,1094.683,673.678,556041
1075,Tamil Nadu,2001,168265,556041,518670,1060.603,1094.683,427500
1076,Tamil Nadu,2002,137724,427500,556041,1000.31,1060.603,159449
1077,Tamil Nadu,2000,21456,105619,83225,1074.422,808.118,100757
1078,Tamil Nadu,2001,21361,100757,105619,880.983,1074.422,97610
1079,Tamil Nadu,2002,9442,97610,100757,757.029,880.983,34968
1080,Tamil Nadu,2005,18833,28793,24358,1183.3,708.2,68849
1081,Tamil Nadu,2006,15222,68849,28793,850.3,1183.3,57678
1082,Tamil Nadu,2008,13909,45300,57678,957.3,754.4,67301
1083,Tamil Nadu,2009,10687,67301,45300,613.6,957.3,45946
1084,Tamil Nadu,2000,43993,146412,164567,1114.271,668.287,153058
1085,Tamil Nadu,2001,48734,153058,146412,841.644,1114.271,118710
1086,Tamil Nadu,2002,35879,118710,153058,759.915,841.644,60512
1087,Tamil Nadu,2000,97289,347210,368902,1058.479,653.08,349674
1088,Tamil Nadu,2001,83500,349674,347210,886.208,1058.479,220600
1089,Tamil Nadu,2002,76443,220600,349674,823.156,886.208,158377
1090,Tamil Nadu,2000,123351,98806,471001,1061.997,823.026,85929
1091,Tamil Nadu,2001,124517,85929,98806,1177.7,1061.997,169900
1092,Tamil Nadu,2006,130422,247079,254700,856,1254.1,223190
1093,Tamil Nadu,2007,123771,223190,247079,787.8,856,29879
1094,Tamil Nadu,2008,128795,29879,223190,1492.7,787.8,202989
1095,Tamil Nadu,2010,131397,234880,202989,1108.6,924.8,253999
1096,Tamil Nadu,2000,45960,186402,166121,1034.797,755.037,194714
1097,Tamil Nadu,2002,11058,204300,194714,731.46,795.074,39592
1098,Tamil Nadu,2005,37328,96626,43645,1216.2,981.3,137291
1099,Tamil Nadu,2006,27483,137291,96626,876.5,1216.2,99811
1100,Tamil Nadu,2007,21711,99811,137291,949.9,876.5,72083
1101,Tamil Nadu,2008,29929,72083,99811,1139.5,949.9,120383
1102,Tamil Nadu,2010,33296,106464,120383,1264.5,896.9,147778
1103,Tamil Nadu,2000,80708,170503,302924,1021.129,758.395,166959
1104,Tamil Nadu,2005,89924,179535,49833,1289.2,1104,192738
1105,Tamil Nadu,2006,81385,192738,179535,965.9,1289.2,109450
1106,Tamil Nadu,2007,76733,109450,192738,886.6,965.9,78939
1107,Tamil Nadu,2008,80833,78939,109450,1176.8,886.6,132139
1108,Tamil Nadu,2009,77332,132139,78939,898.1,1176.8,138095
1109,Tamil Nadu,2010,83927,138095,132139,1153.5,898.1,188417
1110,Tamil Nadu,2000,196816,610534,674525,1126.489,637.198,678014
1111,Tamil Nadu,2005,154901,439323,354937,1464.2,1309.6,399483
1112,Tamil Nadu,2006,164243,399483,439323,841.7,1464.2,598160
1113,Tamil Nadu,2009,162938,357161,479643,1196.8,1451.5,427142
1114,Tamil Nadu,2010,166209,427142,357161,1364.9,1196.8,476793
1115,Tamil Nadu,2000,2100,6334,9192,2572.312,2418.356,5552
1116,Tamil Nadu,2001,2154,5552,6334,2333.395,2572.312,8440
1117,Tamil Nadu,2002,1848,8440,5552,2220.431,2333.395,6229
1118,Tamil Nadu,2000,20885,78300,75580,2405.145,2166.71,75835
1119,Tamil Nadu,2001,17422,75835,78300,2947.135,2405.145,77880
1120,Tamil Nadu,2002,13783,77880,75835,1849.289,2947.135,54953
1121,Tamil Nadu,2007,14400,64209,65285,874.1,740.5,61662
1122,Tamil Nadu,2008,15579,61662,64209,1043,874.1,80292
1123,Tamil Nadu,2009,15371,80292,61662,814,1043,77710
1124,Tamil Nadu,2000,93052,467581,484861,990.978,880.019,359163
1125,Tamil Nadu,2001,94422,359163,467581,1065.882,990.978,321610
1126,Tamil Nadu,2002,87758,321610,359163,969.852,1065.882,279519
1127,Tamil Nadu,2000,181379,470163,618912,1203.814,720.433,554654
1128,Tamil Nadu,2001,174722,554654,470163,1172.974,1203.814,460110
1129,Tamil Nadu,2000,76076,346419,327029,1240.888,1194.849,322797
1130,Tamil Nadu,2002,66205,290130,322797,1097.466,1714.78,266289
1131,Tamil Nadu,2005,86397,358920,197848,1023.8,1041.3,309065
1132,Tamil Nadu,2006,91884,309065,358920,1177,1023.8,385278
1133,Tamil Nadu,2007,83711,385278,309065,840.3,1177,323944
1134,Tamil Nadu,2008,91320,323944,385278,1290.9,840.3,374214
1135,Tamil Nadu,2010,79764,355877,374214,865.8,912.8,351822
1136,Tamil Nadu,2002,43872,370960,252589,880.302,944.904,115453
1137,Tamil Nadu,2007,112148,366051,393528,1192.8,924.5,385914
1138,Tamil Nadu,2009,105177,317944,385914,866.9,1155.4,324984
1139,Tamil Nadu,2010,125490,324984,317944,1295.2,866.9,357692
1140,Tamil Nadu,2005,19932,67929,56888,734.6,844.1,81816
1141,Tamil Nadu,2006,21376,81816,67929,909.5,734.6,94000
1142,Tamil Nadu,2007,18056,94000,81816,576.7,909.5,64735
1143,Tamil Nadu,2009,19549,108163,64735,665.3,1076.9,96675
1144,Tamil Nadu,2010,20007,96675,108163,784.8,665.3,89442
1145,Tamil Nadu,2000,52332,190899,263941,1033.614,859.523,163141
1146,Tamil Nadu,2001,60113,163141,190899,889.493,1033.614,234130
1147,Tamil Nadu,2002,26287,234130,163141,829.109,889.493,89863
1148,Tamil Nadu,2005,58163,90145,108171,1317.9,904.3,167451
1149,Tamil Nadu,2006,41687,167451,90145,855.8,1317.9,129193
1150,Tamil Nadu,2007,44326,129193,167451,1148.8,855.8,148367
1151,Tamil Nadu,2008,47417,148367,129193,863.5,1148.8,171873
1152,Tamil Nadu,2009,39765,171873,148367,758.7,863.5,135834
1153,Tamil Nadu,2005,168435,525850,234750,1384.4,1567.9,511931
1154,Tamil Nadu,2006,144783,511931,525850,1072,1384.4,496113
1155,Tamil Nadu,2007,145403,496113,511931,1200.1,1072,480329
1156,Tamil Nadu,2008,146641,480329,496113,1433,1200.1,451139
1157,Tamil Nadu,2000,22370,116839,119875,1402.926,1225.309,89429
1158,Tamil Nadu,2001,29388,89429,116839,1767.001,1402.926,92270
1159,Tamil Nadu,2002,31607,92270,89429,1176.9,1767.001,86662
1160,Uttar Pradesh,1999,2142,3478,2073,948.845,642.966,3781
1161,Uttar Pradesh,2000,1322,3781,3478,549.769,948.845,2502
1162,Uttar Pradesh,2001,1318,2502,3781,656.458,549.769,2476
1163,Uttar Pradesh,2005,1021,2575,1436,419.4,432.3,2314
1164,Uttar Pradesh,2006,1086,2314,2575,315.2,419.4,2056
1165,Uttar Pradesh,2007,1395,2056,2314,367.5,315.2,2763
1166,Uttar Pradesh,2008,4176,2763,2056,545.1,367.5,9183
1167,Uttar Pradesh,2009,4816,9183,2763,371,545.1,8467
1168,Uttar Pradesh,2010,4342,8467,9183,419,371,9413
1169,Uttar Pradesh,2000,34648,56313,35078,553.455,677.019,68335
1170,Uttar Pradesh,2001,33654,68335,56313,620.866,553.455,65137
1171,Uttar Pradesh,2005,36832,86421,63252,775.2,513.7,76868
1172,Uttar Pradesh,2006,38447,76868,86421,358.7,775.2,79239
1173,Uttar Pradesh,2010,64485,115088,102410,626,284.3,131614
1174,Uttar Pradesh,1999,205329,334437,264382,1045.234,1130.671,431418
1175,Uttar Pradesh,2005,187745,291720,408380,848.6,729,378494
1176,Uttar Pradesh,2006,162136,378494,291720,896.8,848.6,342918
1177,Uttar Pradesh,2007,165636,342918,378494,1009.3,896.8,356449
1178,Uttar Pradesh,2008,185494,356449,342918,1237.1,1009.3,453347
1179,Uttar Pradesh,2009,105361,453347,356449,518.8,1237.1,228633
1180,Uttar Pradesh,2010,141316,228633,453347,578.8,518.8,328560
1181,Uttar Pradesh,1999,111467,256380,270417,691.126,742.107,317373
1182,Uttar Pradesh,2000,116502,317373,256380,613.709,691.126,288186
1183,Uttar Pradesh,2002,113857,296503,288186,764.679,694.589,243408
1184,Uttar Pradesh,2005,114474,233800,298678,1350.4,1244.6,273020
1185,Uttar Pradesh,2006,113782,273020,233800,467.2,1350.4,204580
1186,Uttar Pradesh,2010,113002,288806,358749,557.7,698.6,298099
1187,Uttar Pradesh,1999,49516,109833,94537,1046.394,797.737,121005
1188,Uttar Pradesh,2000,48622,121005,109833,608.473,1046.394,89219
1189,Uttar Pradesh,2001,51471,89219,121005,684.028,608.473,125273
1190,Uttar Pradesh,2002,36993,125273,89219,569.938,684.028,81678
1191,Uttar Pradesh,1999,203833,346646,419064,700.445,729.031,445549
1192,Uttar Pradesh,2000,211031,445549,346646,596.968,700.445,390953
1193,Uttar Pradesh,2001,209614,390953,445549,677.952,596.968,433548
1194,Uttar Pradesh,2002,180384,433548,390953,755.163,677.952,303911
1195,Uttar Pradesh,2005,201562,187398,417537,1079.7,803.1,353338
1196,Uttar Pradesh,2006,207566,353338,187398,1124.4,1079.7,304914
1197,Uttar Pradesh,2000,5949,13777,9200,630.115,356.669,16013
1198,Uttar Pradesh,2001,5949,16013,13777,574.089,630.115,13576
1199,Uttar Pradesh,2002,2806,13576,16013,382.122,574.089,6252
1200,Uttar Pradesh,2000,122059,216828,202696,714.59,732.591,224983
1201,Uttar Pradesh,2001,151827,224983,216828,692.055,714.59,299111
1202,Uttar Pradesh,2006,153920,296815,291375,952.7,1302.9,254892
1203,Uttar Pradesh,2008,159350,302339,254892,1269.5,1484.3,312804
1204,Uttar Pradesh,2000,119614,227541,218751,591.994,753.876,207163
1205,Uttar Pradesh,2001,120779,207163,227541,688.622,591.994,233776
1206,Uttar Pradesh,2002,116396,233776,207163,779.822,688.622,167845
1207,Uttar Pradesh,2006,119243,179210,64687,605.8,658.7,159309
1208,Uttar Pradesh,2000,117161,144816,135837,753.574,783.813,189759
1209,Uttar Pradesh,2002,106445,220172,189759,892.607,798.753,83699
1210,Uttar Pradesh,1999,64840,91229,71202,1191.041,1170.835,86354
1211,Uttar Pradesh,2001,66005,66153,86354,856.276,882.971,92333
1212,Uttar Pradesh,2002,58582,92333,66153,768.334,856.276,47473
1213,Uttar Pradesh,2006,57838,11929,75917,698,1131.8,51129
1214,Uttar Pradesh,1999,154008,321486,276910,747.364,887.724,330481
1215,Uttar Pradesh,2000,159139,330481,321486,677.197,747.364,282912
1216,Uttar Pradesh,2002,146179,336886,282912,713.459,634.112,310333
1217,Uttar Pradesh,2006,182527,416602,461762,617.5,774.9,376553
1218,Uttar Pradesh,1999,181820,361703,376411,766.499,894.622,386081
1219,Uttar Pradesh,2000,179743,386081,361703,637.4,766.499,348088
1220,Uttar Pradesh,2001,175784,348088,386081,553.13,637.4,363683
1221,Uttar Pradesh,2006,187526,301819,359792,696.3,895,335484
1222,Uttar Pradesh,2007,151272,335484,301819,1040.1,696.3,292711
1223,Uttar Pradesh,2008,186648,292711,335484,1356.2,1040.1,326447
1224,Uttar Pradesh,2009,149116,326447,292711,894.2,1356.2,266321
1225,Uttar Pradesh,2010,163015,266321,326447,1430.2,894.2,270279
1226,Uttar Pradesh,2000,111560,252057,164962,635.779,689.992,240346
1227,Uttar Pradesh,2001,119463,240346,252057,719.143,635.779,254295
1228,Uttar Pradesh,2002,117509,254295,240346,793.831,719.143,133227
1229,Uttar Pradesh,1999,63349,183983,186400,489.645,920.199,176290
1230,Uttar Pradesh,2002,52924,194561,183353,601.461,552.087,141933
1231,Uttar Pradesh,2006,61346,140567,175022,810.1,1137.1,158641
1232,Uttar Pradesh,2009,49403,131747,157763,698.8,969.2,118024
1233,Uttar Pradesh,2010,55816,118024,131747,1298,698.8,131000
1234,Uttar Pradesh,1999,108043,150611,141053,791.123,764.988,200329
1235,Uttar Pradesh,2001,103869,169222,200329,584.172,555.775,162355
1236,Uttar Pradesh,2002,56688,162355,169222,521.303,584.172,76092
1237,Uttar Pradesh,1999,103837,279799,314455,869.536,906.233,298636
1238,Uttar Pradesh,2000,102824,298636,279799,681.296,869.536,224044
1239,Uttar Pradesh,2001,113079,224044,298636,720.822,681.296,322634
1240,Uttar Pradesh,1999,17044,24526,11661,1165.35,1248.072,18527
1241,Uttar Pradesh,2000,17088,18527,24526,917.304,1165.35,14775
1242,Uttar Pradesh,2001,18842,14775,18527,867.079,917.304,21379
1243,Uttar Pradesh,2002,10259,21379,14775,793.813,867.079,7435
1244,Uttar Pradesh,1999,123788,206791,234686,761.026,787.127,280524
1245,Uttar Pradesh,2000,123132,280524,206791,635.136,761.026,300532
1246,Uttar Pradesh,2001,126977,300532,280524,731.611,635.136,247386
1247,Uttar Pradesh,2002,128478,247386,300532,802.538,731.611,223404
1248,Uttar Pradesh,2006,121228,237128,213166,852.8,731.1,207785
1249,Uttar Pradesh,2000,40199,64489,77436,502.305,898.504,72599
1250,Uttar Pradesh,2001,51795,72599,64489,616.349,502.305,77583
1251,Uttar Pradesh,2005,37875,82558,64971,317.4,485.9,83666
1252,Uttar Pradesh,2006,41564,83666,82558,516.1,317.4,90028
1253,Uttar Pradesh,2007,30937,90028,83666,467.7,516.1,70784
1254,Uttar Pradesh,1999,45212,96948,110865,1045.534,741.112,113986
1255,Uttar Pradesh,2002,38965,106787,94299,546.919,668.276,90273
1256,Uttar Pradesh,2005,41868,121859,98652,366.8,575.4,107936
1257,Uttar Pradesh,2006,31781,107936,121859,324.3,366.8,85046
1258,Uttar Pradesh,2000,100564,209220,195720,632.95,689.942,213450
1259,Uttar Pradesh,2002,85292,249943,213450,755.388,670.37,194284
1260,Uttar Pradesh,2005,88399,171176,197095,1193.2,969.3,220379
1261,Uttar Pradesh,2006,72337,220379,171176,610.4,1193.2,125866
